timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1530208800,Jun 28 2018 - 6:00pm,complete,37168,Panama,Tunisia,Nawaf Abdulla Ghayyath Shukralla,3,0.00,0.00,0.00,1.00,1,2,3,1,1,0,"33","51,66",0,6,3,0,3,0,0,3,1,2,8,11,4,6,4,5,18,19,30,70,0.76,0.98,1.00,1.50,5.00,75,100,100,50,50,75,75,75,100,4.50,4.50,4.95,3.70,1.83,1.25,1.80,3.00,6.50,1.69,2.05,Mordovia Arena
1530367200,Jun 30 2018 - 2:00pm,complete,42873,France,Argentina,N/A,N/A,2.33,1.33,2.71,1.00,4,3,7,2,1,1,"13,57,64,68","41,48,90'3",0,4,3,0,5,0,0,3,3,2,8,5,4,4,4,1,21,15,39,61,1.29,1.47,0.95,0.99,2.00,50,67,50,0,0,17,50,50,50,10.67,3.00,2.40,3.00,3.40,1.53,2.65,5.30,9.50,2.05,1.67,Kazan' Arena
1530381600,Jun 30 2018 - 6:00pm,complete,44287,Uruguay,Portugal,N/A,N/A,3.00,1.67,2.40,1.25,2,1,3,1,1,0,"7,62","55",2,10,0,0,1,0,0,0,0,1,5,13,3,5,2,8,13,13,32,68,1.32,1.01,0.80,1.95,2.34,34,50,33,17,17,33,84,17,67,8.67,2.33,3.00,2.80,2.90,1.65,3.00,6.30,15.00,2.35,1.51,Olimpiyskiy Stadion Fisht (Sochi)
1530453600,Jul 01 2018 - 2:00pm,complete,78011,Spain,Russia,N/A,N/A,1.67,2.00,1.50,1.60,1,1,2,2,1,1,"11","41",6,5,1,0,2,0,1,0,0,2,16,5,9,1,7,4,5,19,78,22,1.80,1.18,2.21,0.71,3.84,50,84,84,67,33,67,67,67,100,11.00,2.00,1.56,4.10,6.40,1.28,1.87,3.20,6.00,1.91,1.80,Stadion Luzhniki (Moskva)
1530468000,Jul 01 2018 - 6:00pm,complete,40851,Croatia,Denmark,N/A,N/A,3.00,1.67,2.00,1.50,1,1,2,2,1,1,"4","1",5,4,0,0,1,0,0,0,0,1,13,12,6,3,7,9,5,19,53,47,1.10,1.01,1.68,1.39,1.84,33,67,34,0,0,17,33,34,67,9.00,4.34,2.05,3.20,4.60,1.53,2.60,5.20,13.00,2.15,1.61,Stadion Nizhny Novgorod
1530540000,Jul 02 2018 - 2:00pm,complete,41970,Brazil,Mexico,Gianluca Rocchi,N/A,2.33,2.00,2.00,1.50,2,0,2,0,0,0,"51,88","",8,7,2,0,4,0,1,1,1,3,16,6,10,1,6,5,6,17,48,52,1.88,1.33,2.03,0.83,2.17,33,84,34,0,0,0,67,50,84,12.66,2.67,1.50,4.35,8.00,1.29,1.91,3.25,6.50,2.00,1.71,Samara Arena
1530554400,Jul 02 2018 - 6:00pm,complete,41466,Belgium,Japan,Malang Diedhiou,N/A,3.00,1.33,2.57,1.00,3,2,5,0,0,0,"69,74,90'4","48,52",10,6,0,0,1,0,0,0,1,0,17,8,8,4,9,4,13,9,57,43,1.68,1.06,2.20,1.02,3.17,50,67,67,33,17,50,50,50,100,9.66,3.00,1.38,5.05,9.75,1.25,1.80,3.00,6.00,2.00,1.71,Rostov Arena
1530626400,Jul 03 2018 - 2:00pm,complete,64042,Sweden,Switzerland,Damir Skomina,N/A,2.00,1.67,1.80,1.25,1,0,1,0,0,0,"66","",3,11,1,0,2,1,1,0,0,3,9,8,3,4,6,4,11,13,32,68,1.21,1.19,1.06,1.19,2.67,67,84,67,17,0,0,67,67,100,9.00,4.00,3.35,2.95,2.60,1.57,2.75,5.65,10.50,2.20,1.59,Saint-Petersburg Stadium
1530640800,Jul 03 2018 - 6:00pm,complete,44190,Colombia,England,Mark Geiger,N/A,2.00,2.00,1.75,1.43,1,1,2,0,0,0,"90'3","57",2,7,6,0,2,0,1,5,0,2,11,11,4,2,7,9,23,13,47,53,0.81,1.43,1.21,1.22,3.00,50,67,67,17,17,50,67,33,100,9.34,2.34,4.00,3.25,2.15,1.51,2.55,5.10,10.50,2.15,1.62,Otkrytiye Arena
1530885600,Jul 06 2018 - 2:00pm,complete,43319,Uruguay,France,Néstor Fabián Pitana,N/A,3.00,2.50,2.40,2.71,0,2,2,1,0,1,"","40,61",4,3,2,0,2,0,1,1,1,1,10,10,4,2,6,8,17,15,38,62,1.19,1.21,1.29,1.16,2.38,38,50,50,13,13,25,63,38,63,6.50,1.75,4.55,3.15,2.05,1.59,2.75,5.75,13.00,2.30,1.56,Stadion Nizhny Novgorod
1530900000,Jul 06 2018 - 6:00pm,complete,42873,Brazil,Belgium,N/A,N/A,2.50,3.00,2.00,2.57,1,2,3,2,0,2,"76","13,31",8,4,2,0,2,0,0,2,0,2,16,7,9,3,7,4,14,16,58,42,1.92,1.81,2.30,0.83,3.00,38,88,38,25,25,13,38,63,100,14.75,2.50,2.15,3.55,3.80,1.25,1.77,2.95,5.50,1.62,2.15,Kazan' Arena
1530972000,Jul 07 2018 - 2:00pm,complete,39991,Sweden,England,Björn Kuipers,N/A,2.25,1.75,1.80,1.43,0,2,2,1,0,1,"","30,58",1,6,2,0,1,0,0,2,0,1,5,6,3,2,2,4,10,7,42,58,1.17,1.38,0.76,1.03,2.63,50,63,50,13,13,25,38,50,100,9.75,2.50,5.30,3.30,1.95,1.48,2.45,4.80,10.00,2.15,1.62,Samara Arena
1530986400,Jul 07 2018 - 6:00pm,complete,44287,Russia,Croatia,Sandro Meira Ricci,N/A,1.75,2.50,1.60,2.00,2,2,4,2,1,1,"31,115","39,100",2,6,1,0,4,0,0,1,2,2,6,13,6,4,0,9,13,13,34,66,1.07,1.25,1.20,1.69,3.00,50,100,63,25,13,50,63,50,75,9.50,3.75,4.30,3.25,2.05,1.50,2.50,5.00,12.00,2.10,1.65,Olimpiyskiy Stadion Fisht (Sochi)
1531245600,Jul 10 2018 - 6:00pm,complete,64286,France,Belgium,Andrés Cunha,N/A,2.60,3.00,2.71,2.57,1,0,1,0,0,0,"51","",4,5,2,0,3,0,0,2,0,3,13,8,5,3,8,5,6,16,36,64,1.20,1.61,1.48,1.12,3.20,50,70,60,30,30,30,50,50,80,9.00,3.00,2.45,3.30,3.20,1.33,2.00,3.60,6.50,1.71,2.00,Saint-Petersburg Stadium
1531332000,Jul 11 2018 - 6:00pm,complete,78011,Croatia,England,Cüneyt Çakιr,N/A,2.20,2.00,2.00,1.43,2,1,3,1,0,1,"68,109","5",8,4,2,0,1,0,0,2,0,1,18,8,7,2,11,6,23,14,55,45,1.33,1.31,2.13,1.02,2.90,60,90,50,20,10,40,60,50,90,10.80,3.40,3.45,3.05,2.35,1.49,2.50,4.90,15.00,2.05,1.69,Stadion Luzhniki (Moskva)
1531576800,Jul 14 2018 - 2:00pm,complete,64406,Belgium,England,Alireza Faghani,N/A,2.50,1.67,2.57,1.43,2,0,2,1,1,0,"4,82","",4,5,1,0,2,0,0,1,0,2,7,13,4,6,3,7,11,4,42,58,1.53,1.26,1.01,1.63,3.17,59,75,59,25,25,33,50,50,100,11.50,2.67,2.30,3.75,3.10,1.20,1.62,2.60,6.50,1.56,2.30,Saint-Petersburg Stadium
1531666800,Jul 15 2018 - 3:00pm,complete,78011,France,Croatia,Néstor Fabián Pitana,N/A,2.67,2.33,2.71,2.00,4,2,6,3,2,1,"18,38,59,65","28,69",2,6,2,0,1,0,2,0,0,1,6,13,6,4,0,9,13,13,34,66,1.25,1.47,1.04,1.57,2.58,50,75,50,17,9,25,59,50,75,8.50,4.00,2.00,3.25,4.55,1.57,2.75,5.65,15.00,2.25,1.57,Stadion Luzhniki (Moskva)
