timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1529593200,Jun 21 2018 - 3:00pm,complete,32789,France,Peru,Mohamed Abdulla Hassan Mohd,2,3.00,0.00,2.71,1.00,1,0,1,1,1,0,"34","",5,3,2,0,2,0,1,1,1,1,10,8,4,2,6,6,11,15,43,57,1.32,1.74,1.29,1.03,2.00,50,50,50,0,0,0,0,50,100,8.00,2.00,1.59,3.90,7.00,1.39,2.20,4.15,10.00,2.20,1.59,Ekaterinburg Arena
1529604000,Jun 21 2018 - 6:00pm,complete,43318,Argentina,Croatia,Ravshan Irmatov,2,1.00,3.00,1.00,2.00,0,3,3,0,0,0,"","53,80,90'1",5,2,3,0,4,0,0,3,1,3,6,11,3,5,3,6,16,22,57,43,2.31,1.02,1.04,1.27,2.00,50,100,0,0,0,50,100,0,50,16.00,2.00,2.15,3.25,3.90,1.41,2.25,4.25,8.00,2.00,1.71,Stadion Nizhny Novgorod
1529668800,Jun 22 2018 - 12:00pm,complete,64468,Brazil,Costa Rica,Björn Kuipers,2,1.00,0.00,2.00,0.33,2,0,2,0,0,0,"90'1,90'7","",9,1,2,0,1,0,0,2,0,1,20,3,10,0,10,3,11,11,71,29,1.66,1.08,2.62,0.38,1.50,50,50,0,0,0,0,50,0,100,12.00,3.00,1.20,6.10,19.75,1.27,1.87,3.20,6.00,2.70,1.41,Saint-Petersburg Stadium
1529679600,Jun 22 2018 - 3:00pm,complete,40904,Nigeria,Iceland,Matthew Conger,2,0.00,1.00,1.00,0.33,2,0,2,0,0,0,"49,75","",6,5,1,0,0,0,1,0,0,0,10,8,4,3,6,5,9,10,61,39,0.97,0.81,1.33,1.07,2.00,50,100,0,0,0,50,100,0,50,7.00,1.00,3.00,3.10,2.80,1.53,2.60,5.20,29.00,2.05,1.67,Volgograd Arena
1529690400,Jun 22 2018 - 6:00pm,complete,33167,Serbia,Switzerland,Felix Brych,2,3.00,1.00,1.00,1.25,1,2,3,1,1,0,"5","52,90",3,7,4,0,1,0,3,1,0,1,11,12,3,5,8,7,17,13,37,63,1.19,0.91,1.22,1.51,1.50,50,50,0,0,0,0,50,0,100,6.00,5.00,2.70,2.95,2.85,1.53,2.60,5.20,10.00,2.15,1.62,Kaliningrad Stadium (Kaliningrad)
1529755200,Jun 23 2018 - 12:00pm,complete,44190,Belgium,Tunisia,Jair Marrufo,2,3.00,0.00,2.57,1.00,5,2,7,4,3,1,"6,16,45'3,51,90","18,90'3",5,2,0,0,1,0,0,0,1,0,20,13,12,5,8,8,12,13,49,51,1.70,0.48,2.39,1.48,3.00,50,100,100,0,0,50,50,50,100,11.00,3.00,1.34,5.05,12.50,1.29,1.91,3.25,6.00,2.15,1.61,Otkrytiye Arena
1529766000,Jun 23 2018 - 3:00pm,complete,43472,South Korea,Mexico,N/A,2,0.00,3.00,1.00,1.50,1,2,3,1,0,1,"90'3","26,66",7,5,4,0,0,0,0,4,0,0,8,12,6,5,2,7,24,7,41,59,0.43,1.19,1.29,1.37,1.00,0,0,0,0,0,0,50,0,50,6.00,4.00,5.75,3.55,1.77,1.45,2.40,4.65,7.00,2.20,1.59,Rostov Arena
1529776800,Jun 23 2018 - 6:00pm,complete,44287,Germany,Sweden,Szymon Marciniak,2,0.00,3.00,1.00,1.80,2,1,3,1,0,1,"48,90'5","32",8,3,1,1,2,0,0,2,0,2,11,6,6,5,5,1,12,13,75,25,2.35,1.34,1.99,0.88,1.00,0,0,0,0,0,0,50,0,50,14.00,3.00,1.56,4.45,6.90,1.19,1.65,2.55,4.50,1.71,2.00,Olimpiyskiy Stadion Fisht (Sochi)
1529841600,Jun 24 2018 - 12:00pm,complete,43319,England,Panama,Ghead Grisha,2,3.00,0.00,1.43,0.00,6,1,7,5,5,0,"8,22,36,40,45'1,62","78",3,2,1,0,3,0,1,0,2,1,9,7,7,2,2,5,13,13,59,41,2.05,0.73,1.26,0.79,3.00,50,100,100,0,0,50,50,50,100,10.00,6.00,1.24,6.80,14.75,1.24,1.77,2.95,5.50,2.45,1.48,Stadion Nizhny Novgorod
1529852400,Jun 24 2018 - 3:00pm,complete,32572,Japan,Senegal,Gianluca Rocchi,2,3.00,3.00,1.00,1.33,2,2,4,2,1,1,"34,78","11,71",2,5,2,0,3,0,0,2,0,3,5,12,3,7,2,5,8,15,56,44,1.47,0.81,0.72,1.62,3.00,100,100,100,0,0,50,100,50,100,9.00,3.00,3.35,3.20,2.45,1.43,2.30,4.40,9.00,1.95,1.74,Ekaterinburg Arena
1529863200,Jun 24 2018 - 6:00pm,complete,42873,Poland,Colombia,César Arturo Ramos Palazuelos,2,0.00,0.00,1.00,1.75,0,3,3,1,0,1,"","40,70,75",7,5,2,0,0,0,0,2,0,0,4,9,2,4,2,5,15,10,45,55,1.26,0.72,0.71,1.16,3.00,100,100,100,0,0,50,100,50,100,6.00,5.00,3.30,3.30,2.40,1.43,2.30,4.40,7.50,1.95,1.77,Kazan' Arena
1529935200,Jun 25 2018 - 2:00pm,complete,41970,Uruguay,Russia,Malang Diedhiou,3,3.00,3.00,2.40,1.60,3,0,3,2,2,0,"10,23,90","",4,2,1,0,2,1,0,1,3,0,12,2,6,1,6,1,17,18,57,43,1.28,1.51,1.40,0.53,2.75,25,50,50,50,25,25,50,50,75,10.50,1.00,2.80,3.05,2.90,1.43,2.35,4.10,12.00,2.00,1.71,Samara Arena
1529935200,Jun 25 2018 - 2:00pm,complete,36823,Saudi Arabia,Egypt,Wilmar Alexander Roldán Pérez,3,0.00,0.00,1.00,0.00,2,1,3,2,1,1,"45'6,90'5","22",7,2,0,0,2,0,0,0,1,1,18,6,8,1,10,5,7,16,64,36,0.66,0.94,2.21,0.72,2.75,25,50,50,50,25,25,50,50,75,5.00,2.00,4.85,3.55,1.83,1.31,1.95,3.50,9.80,1.87,1.83,Volgograd Arena
1529949600,Jun 25 2018 - 6:00pm,complete,41685,Iran,Portugal,Enrique Cáceres,3,1.50,2.00,1.33,1.25,1,1,2,1,0,1,"90'3","45",1,5,2,0,4,0,0,2,1,3,6,11,2,4,4,7,16,11,26,74,0.72,0.82,0.75,1.41,2.25,25,25,25,25,25,25,50,25,75,6.50,3.50,6.40,3.85,1.67,1.43,2.35,4.45,7.00,2.30,1.56,Mordovia Arena
1529949600,Jun 25 2018 - 6:00pm,complete,33973,Spain,Morocco,Ravshan Irmatov,3,2.00,0.00,1.50,0.33,2,2,4,2,1,1,"19,90'1","14,81",7,1,0,0,6,0,0,0,4,2,17,5,5,3,12,2,5,17,74,26,1.65,1.43,2.09,0.66,2.25,25,25,25,25,25,25,50,25,75,11.50,1.50,1.36,5.10,10.75,1.23,1.71,2.80,4.50,2.00,1.71,Kaliningrad Stadium (Kaliningrad)
1530021600,Jun 26 2018 - 2:00pm,complete,78011,Denmark,France,Sandro Meira Ricci,3,2.00,3.00,1.50,2.71,0,0,0,0,0,0,"","",4,2,1,0,0,0,1,0,0,0,3,10,2,3,1,7,10,10,32,68,1.20,1.30,0.63,1.27,1.75,50,50,25,0,0,25,50,25,50,10.00,3.50,5.20,2.75,2.10,1.49,2.50,4.90,9.00,2.10,1.67,Stadion Luzhniki (Moskva)
